DT,CompanyCode,CompanyName,DistributorID,DistributorName,BranchCode,BranchName,WHCode,WHName,ProfitCentreCode,DistributorProductID,ProductID,ProductName,UOM,QTY
20200907,TH03,,91855,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด สำนักงานใหญ่,10300,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด,1CP2,103P02,,,14006020,แบรนด์ซุปไก่สกัด ช็อกโกแลตซิกเนเจอร์ 42 มล. แพค 12,PAC,5.0000
20200907,TH03,,91855,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด สำนักงานใหญ่,10300,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด,1CP2,103P02,,,14006145,แบรนด์รังนกแท้ สูตรคลาสสิค 42 มล. แพค 6,PAC,23.0000
20200907,TH03,,91855,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด สำนักงานใหญ่,10300,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด,1CP3,103P03,,,14003432,แบรนด์ซุปไก่สกัด รสกลมกล่อม 42 มล. แพค 12,PAC,3.0000
20200907,TH03,,91855,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด สำนักงานใหญ่,10300,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด,1CP3,103P03,,,14005108,แบรนด์รังนกรีจูนิเพล็กซ์ มายด์ไซลิทอล 42 มล. แพค 6,PAC,0.0000
20200907,TH03,,91855,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด สำนักงานใหญ่,10300,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด,1CP3,103P03,,,14005252,แบรนด์จูเนียร์ อัลฟ่าพลัส ฟรุ๊ตลาวา 42 มล. แพค 12,PAC,6.0000
20200907,TH03,,91855,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด สำนักงานใหญ่,10300,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด,1CP3,103P03,,,14005254,แบรนด์จูเนียร์ อัลฟ่าพลัส น้ำผึ้ง 42 มล. แพค 12,PAC,6.0000
20200907,TH03,,91855,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด สำนักงานใหญ่,10300,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด,1CP3,103P03,,,14005256,แบรนด์จูเนียร์ อัลฟ่าพลัส ช็อกโกลาวา 42 มล. แพค 12,PAC,5.0000
20200907,TH03,,91855,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด สำนักงานใหญ่,10300,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด,1CP3,103P03,,,14005295,แบรนด์ เจนยู ลูทีน่า พลัส 100 มล. แพค 8,PAC,7.0000
20200907,TH03,,91855,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด สำนักงานใหญ่,10300,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด,1CP3,103P03,,,14005495,แบรนด์ เจนยู จินเซนโนไซด์ เจนโปร 100 มล. แพค 8,PAC,2.0000
20200907,TH03,,91855,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด สำนักงานใหญ่,10300,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด,1CP3,103P03,,,14005678,วีต้า ฟรุตแอคทีฟ พลัสบ๊อกบิลเบอร์รี่ 42 มล. แพค 12,PAC,28.0000
20200907,TH03,,91855,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด สำนักงานใหญ่,10300,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด,1CP3,103P03,,,14005679,วีต้า ฟรุตแอคทีฟ พรุนพลัสกรีนคอฟฟี่บีน 42 มล.แพค12,PAC,35.0000
20200907,TH03,,91855,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด สำนักงานใหญ่,10300,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด,1CP3,103P03,,,14005942,แบรนด์ซุปไก่สกัด สูตรต้นตำรับ 42 มล. แพค 12 (Alex),PAC,114.0000
20200907,TH03,,91855,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด สำนักงานใหญ่,10300,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด,1CP3,103P03,,,14005944,แบรนด์ซุปไก่สกัด สูตรต้นตำรับ 70 มล. แพค 12 (Alex),PAC,68.0000
20200907,TH03,,91855,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด สำนักงานใหญ่,10300,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด,1CP3,103P03,,,14005972,แบรนด์ เจนยู ลูทีน่า พลัส 50 มล. แพค 8,PAC,135.0000
20200907,TH03,,91855,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด สำนักงานใหญ่,10300,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด,1CP3,103P03,,,14006020,แบรนด์ซุปไก่สกัด ช็อกโกแลตซิกเนเจอร์ 42 มล. แพค 12,PAC,0.0000
20200907,TH03,,91855,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด สำนักงานใหญ่,10300,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด,1CP3,103P03,,,14006145,แบรนด์รังนกแท้ สูตรคลาสสิค 42 มล. แพค 6,PAC,23.0000
20200907,TH03,,91855,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด สำนักงานใหญ่,10300,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด,1CP4,103P04,,,14000098,แบรนด์ ผสมเห็ดหลินจือเอ็กซ์ตร้าเฮิร์บ 42 มล. แพค 6,PAC,1.0000
20200907,TH03,,91855,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด สำนักงานใหญ่,10300,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด,1CP4,103P04,,,14005108,แบรนด์รังนกรีจูนิเพล็กซ์ มายด์ไซลิทอล 42 มล. แพค 6,PAC,8.0000
20200907,TH03,,91855,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด สำนักงานใหญ่,10300,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด,1CP4,103P04,,,14005130,แบรนด์รังนกรีจูนิเพล็กซ์ คลาสสิค 70 มล. แพค 6,PAC,8.0000
20200907,TH03,,91855,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด สำนักงานใหญ่,10300,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด,1CP4,103P04,,,14005252,แบรนด์จูเนียร์ อัลฟ่าพลัส ฟรุ๊ตลาวา 42 มล. แพค 12,PAC,6.0000
20200907,TH03,,91855,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด สำนักงานใหญ่,10300,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด,1CP4,103P04,,,14005254,แบรนด์จูเนียร์ อัลฟ่าพลัส น้ำผึ้ง 42 มล. แพค 12,PAC,6.0000
20200907,TH03,,91855,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด สำนักงานใหญ่,10300,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด,1CP4,103P04,,,14005256,แบรนด์จูเนียร์ อัลฟ่าพลัส ช็อกโกลาวา 42 มล. แพค 12,PAC,12.0000
20200907,TH03,,91855,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด สำนักงานใหญ่,10300,บริษัท เอส แอนด์ เอส โอเอ็มซี จำกัด,1CP4,103P04,,,14005295,แบรนด์ เจนยู ลูทีน่า พลัส 100 มล. แพค 8,PAC,8.0000
